,47,LI,LI,47,0.746,2.433,0.418,-1.8908,0.3837,0.8186
,48,LI,LI,48,0.537,0.271,2.697,1.4225,1.0559,-1.3707
,49,LI,LI,49,0.363,1.566,1.553,0.7555,0.0048,0.1520
,50,LI,LI,50,2.355,3.208,3.015,-0.8886,2.1625,-0.0404
,51,LI,LI,51,0.323,0.723,3.158,-0.0608,0.3898,-1.6673
,52,LI,LI,52,2.539,0.389,3.379,-0.8543,-0.5894,0.1885
,53,LI,LI,53,1.592,0.274,1.773,0.5818,-1.2762,-0.3234
,54,LI,LI,54,3.580,3.342,1.975,-0.5151,1.6841,0.0870
,55,LI,LI,55,3.304,2.320,2.376,-0.3689,0.0971,0.2845
,56,LI,LI,56,2.363,1.267,0.452,0.8899,2.3623,0.6896
,57,LI,LI,57,2.256,1.038,1.886,-1.8096,-1.9533,-0.8550
,58,LI,LI,58,3.444,1.945,0.128,-0.6371,1.5824,1.3586
,59,LI,LI,59,2.643,0.025,1.264,-0.7741,-0.7012,0.4122
,60,LI,LI,60,0.031,2.803,3.026,-0.4644,0.4413,-0.9769
,61,LI,LI,61,3.221,3.213,3.269,-2.6122,-1.3034,-0.9164
,62,LI,LI,62,1.292,0.819,2.142,1.2246,-2.0705,-0.4335
,63,LI,LI,63,1.852,0.775,1.319,-0.8710,-0.8508,-0.4857
,64,LI,LI,64,1.087,0.947,1.382,-0.0022,0.5809,0.8595
,65,LI,LI,65,2.339,3.440,1.972,-0.0957,-1.0176,0.3418
,66,LI,LI,66,2.137,2.539,3.427,-0.4862,-0.5983,-1.3693
,67,LI,LI,67,2.473,3.282,0.139,-0.4259,1.0707,1.2002
,68,LI,LI,68,2.541,2.787,1.811,-0.2923,0.1689,0.4041
,69,LI,LI,69,3.032,2.917,0.462,-1.5590,0.6618,-0.7941
,70,LI,LI,70,2.474,1.391,2.208,-0.2518,-1.1541,0.0917
,71,LI,LI,71,2.705,1.398,2.746,-0.9548,2.1986,1.1457
,72,LI,LI,72,1.504,1.675,1.896,-0.9028,1.0762,-1.3104
,73,LI,LI,73,1.902,1.912,3.357,-0.4668,-0.9826,-0.1045
,74,LI,LI,74,2.841,3.303,0.236,0.7973,1.0987,0.2065
,75,LI,LI,75,2.449,2.241,3.439,0.2581,0.9742,-0.4126
,76,LI,LI,76,2.334,1.950,1.027,0.3260,-0.0785,-0.4790
,77,LI,LI,77,0.329,2.556,3.300,-1.2938,1.0748,0.1682
,78,LI,LI,78,1.464,0.768,0.161,-0.1732,0.2166,-1.4181
,79,LI,LI,79,0.365,0.343,1.565,1.4816,0.3196,0.4652
,80,LI,LI,80,0.564,2.991,1.623,0.8674,0.3314,0.0957
,81,LI,LI,81,1.142,3.139,2.402,0.2873,0.2504,-0.5574
,82,LI,LI,82,3.334,1.770,2.512,-1.8111,-0.9167,-0.8760
,83,LI,LI,83,2.100,1.717,0.138,0.7488,-1.4444,0.1048
,84,LI,LI,84,1.844,1.902,0.677,-0.0898,-0.2990,-0.0344
,85,LI,LI,85,3.039,1.539,1.304,-0.1754,-0.8222,0.7144
,86,LI,LI,86,1.116,3.329,1.714,0.4137,0.5178,-1.0114
,87,LI,LI,87,2.111,1.790,1.997,2.0329,-0.9867,-0.4039
,88,LI,LI,88,1.079,2.651,0.335,1.2189,1.6969,-0.4503
,89,LI,LI,89,3.205,1.423,2.961,-0.7013,0.9612,-1.7139
,90,LI,LI,90,3.074,0.496,2.839,-0.4617,-0.5319,-0.3072
,91,LI,LI,91,0.558,1.856,2.315,-0.4251,-0.1335,-0.5015
,92,LI,LI,92,1.347,2.022,3.141,-0.6331,0.6845,1.2536
,93,LI,LI,93,2.527,2.442,1.527,-0.0364,-2.0710,0.6678
,94,LI,LI,94,2.507,1.346,0.796,-1.7877,-1.2810,-0.5530
,95,LI,LI,95,1.550,3.573,3.030,-1.2703,1.1802,-0.8640
,96,LI,LI,96,1.170,2.008,0.109,0.0095,-1.0079,-0.0942
,97,TFS,F1,97,3.481,2.750,0.633,0.5684,-0.0277,0.4880
,97,TFS,C1,98,3.394,2.649,0.600,-0.3661,-0.1851,-0.4531
,97,TFS,F2,99,3.454,2.535,0.630,0.4539,-0.4504,-0.2778
,97,TFS,F3,100,3.386,2.659,0.467,-0.0844,-0.1325,0.2426
,97,TFS,S1,101,3.223,2.664,0.666,-0.2677,0.3172,0.2152
,97,TFS,O3,102,3.228,2.648,0.815,-0.0663,0.3579,0.8604
,97,TFS,O4,103,3.174,2.788,0.606,0.3111,0.6998,0.4144
,97,TFS,N1,104,3.147,2.529,0.614,-0.0609,-0.1405,-0.6201
,97,TFS,S2,105,3.064,2.521,0.488,-0.2027,0.0418,-0.1587
,97,TFS,O1,106,3.069,2.641,0.403,-0.1313,0.7376,0.2683
,97,TFS,O2,107,3.088,2.393,0.417,0.0404,-0.5138,-0.1509
,97,TFS,C2,108,2.894,2.508,0.553,-0.0002,-0.5762,-0.5634
,97,TFS,F5,109,2.877,2.597,0.647,-0.4019,-0.0266,0.0056
,97,TFS,F6,110,2.798,2.522,0.463,-0.0455,-0.5003,0.5311
,97,TFS,F4,111,2.872,2.386,0.610,-0.5433,0.0496,-0.4758
,98,TFS,F1,112,1.706,2.936,3.422,0.2968,0.0680,0.3821
,98,TFS,C1,113,1.682,2.922,3.291,0.3390,-0.2293,-0.4950
,98,TFS,F2,114,1.725,2.799,3.248,-0.4708,-0.0425,0.5536
,98,TFS,F3,115,1.741,3.014,3.219,0.1168,0.0542,-0.3176
,98,TFS,S1,116,1.498,2.944,3.279,-0.0099,0.0533,0.1102
,98,TFS,O3,117,1.427,2.864,3.388,0.5296,-0.1212,1.1031
,98,TFS,O4,118,1.473,3.091,3.280,0.6984,0.1893,-0.3057
,98,TFS,N1,119,1.440,2.878,3.135,0.6905,0.9563,-0.1594
,98,TFS,S2,120,1.294,2.892,3.107,0.0955,-0.5577,0.1595
,98,TFS,O1,121,1.226,2.986,3.196,-0.3939,-0.2169,0.0524
,98,TFS,O2,122,1.274,2.902,2.964,0.3058,-0.2142,-0.3824
,98,TFS,C2,123,1.236,2.720,3.138,0.6507,0.5127,-0.0722
,98,TFS,F5,124,1.226,2.683,3.273,0.2122,-0.4934,-0.1824
,98,TFS,F6,125,1.108,2.700,3.102,-0.6784,0.2439,0.1716
,98,TFS,F4,126,1.304,2.626,3.074,0.0658,0.4777,0.7561
,99,TFS,F1,127,2.268,3.583,2.578,-0.5488,-0.1643,-0.1479
,99,TFS,C1,128,2.313,3.475,2.653,-0.3748,0.1380,0.2442
,99,TFS,F2,129,2.424,3.434,2.590,-0.0911,0.5588,-0.2056
,99,TFS,F3,130,2.228,3.373,2.646,0.3656,0.7435,0.2125
,99,TFS,S1,131,2.336,3.524,2.828,-0.2057,0.0735,-0.3498
,99,TFS,O3,132,2.226,3.608,2.866,0.0071,0.0512,-0.1356
,99,TFS,O4,133,2.358,3.394,2.893,-0.0479,-0.2655,-0.1167
,99,TFS,N1,134,2.463,3.624,2.832,0.3400,-0.1488,0.3575
,99,TFS,S2,135,2.606,3.570,2.822,0.2390,0.2957,0.4283
,99,TFS,O1,136,2.620,3.438,2.865,0.1170,-0.5533,-0.0394
,99,TFS,O2,137,2.671,3.589,2.691,0.1055,0.0842,0.5425
,99,TFS,C2,138,2.710,3.679,2.932,0.1827,0.7796,-0.2437
,99,TFS,F5,139,2.665,3.683,3.061,-0.4120,0.0203,0.1069
,99,TFS,F6,140,2.831,3.629,2.931,0.2454,0.1668,0.3836
,99,TFS,F4,141,2.729,3.805,2.895,0.0942,-0.0692,0.1534
,100,TFS,F1,142,2.033,3.136,3.314,0.5989,0.9240,-0.4814
,100,TFS,C1,143,2.102,3.198,3.408,-0.5852,0.0144,-0.6954
,100,TFS,F2,144,2.047,3.173,3.532,-0.3025,0.0330,-0.2335
,100,TFS,F3,145,2.092,3.334,3.383,0.3959,0.1504,0.9186
,100,TFS,S1,146,2.279,3.162,3.403,-0.0471,-0.4752,0.4820
,100,TFS,O3,147,2.337,3.223,3.286,-0.7087,-0.4569,0.5983
,100,TFS,O4,148,2.346,3.186,3.532,-0.2049,-0.1096,0.6966
,100,TFS,N1,149,2.284,2.997,3.375,-0.4393,0.4027,1.0001
,100,TFS,S2,150,2.270,2.893,3.488,0.4521,-0.6312,-0.3221
,100,TFS,O1,151,2.204,2.935,3.608,-0.3672,-0.1744,-0.2414
,100,TFS,O2,152,2.232,2.764,3.433,-0.8433,0.5283,-0.5577
,100,TFS,C2,153,2.444,2.880,3.541,0.6318,-0.2283,-0.2148
,100,TFS,F5,154,2.473,2.764,3.605,0.0118,-0.1156,0.5617
,100,TFS,F6,155,2.535,2.874,3.440,0.2690,0.2355,-0.0145
,100,TFS,F4,156,2.482,2.974,3.628,0.3385,-0.2404,0.2859
,101,TFS,F1,157,1.895,2.377,1.606,-0.0416,0.7213,-0.8956
,101,TFS,C1,158,1.905,2.313,1.484,-0.0841,-0.2030,0.1951
,101,TFS,F2,159,1.912,2.425,1.396,0.4411,0.5060,0.1896
,101,TFS,F3,160,1.789,2.246,1.454,0.8525,0.0831,-0.0279
,101,TFS,S1,161,2.051,2.204,1.466,-0.0416,0.0583,-0.3043
,101,TFS,O3,162,2.011,2.103,1.357,-0.1914,0.9500,-0.3991
,101,TFS,O4,163,2.174,2.276,1.447,-0.3531,-0.1736,0.3586
,101,TFS,N1,164,2.057,2.140,1.617,0.6462,0.6092,0.1089
,101,TFS,S2,165,2.045,1.987,1.646,-0.3943,-0.4709,0.2337
,101,TFS,O1,166,2.093,1.904,1.545,-0.5128,0.2579,0.1770
,101,TFS,O2,167,2.079,1.952,1.784,0.0677,-0.1513,-0.2645
,101,TFS,C2,168,1.858,1.966,1.641,-0.5887,0.2338,-0.1503
,101,TFS,F5,169,1.797,2.049,1.723,0.7365,0.0565,0.2071
,101,TFS,F6,170,1.799,1.972,1.519,0.1503,-0.1030,0.2424
,101,TFS,F4,171,1.841,1.841,1.693,-0.1496,-0.3415,0.1262
,102,TFS,F1,172,2.675,1.570,0.806,-0.7806,-0.0356,-0.5223
,102,TFS,C1,173,2.780,1.578,0.896,0.2621,0.3024,0.9280
,102,TFS,F2,174,2.814,1.709,0.898,-0.1194,-0.0019,0.2177
,102,TFS,F3,175,2.884,1.504,0.858,-0.0534,-0.2197,-0.4226
,102,TFS,S1,176,2.740,1.533,1.063,-0.0867,0.4644,0.2342
,102,TFS,O3,177,2.704,1.386,1.061,-0.2006,0.5694,-0.1194
,102,TFS,O4,178,2.846,1.559,1.158,0.0978,0.3211,0.1537
,102,TFS,N1,179,2.610,1.628,1.106,-0.1006,0.9721,-0.0974
,102,TFS,S2,180,2.462,1.587,1.083,-0.2995,0.9492,-0.2280
,102,TFS,O1,181,2.373,1.706,1.069,-0.9443,0.4215,0.0151
,102,TFS,O2,182,2.444,1.485,0.982,-0.4393,-0.0857,0.0762
,102,TFS,C2,183,2.411,1.518,1.249,-0.2734,-0.1297,0.6800
,102,TFS,F5,184,2.465,1.398,1.286,-0.6837,0.3095,-0.5017
,102,TFS,F6,185,2.447,1.608,1.336,-0.3799,0.8098,0.0139
,102,TFS,F4,186,2.277,1.505,1.251,-0.2806,0.2523,-0.7352
,103,TFS,F1,187,2.825,2.366,2.055,-0.3207,0.2492,-0.2114
,103,TFS,C1,188,2.714,2.339,1.983,-0.1134,-0.2802,-0.0282
,103,TFS,F2,189,2.613,2.363,2.070,0.0641,-0.0110,0.3040
,103,TFS,F3,190,2.718,2.208,1.957,-0.2648,-0.2873,-0.1878
,103,TFS,S1,191,2.700,2.439,1.833,-0.1842,0.0623,-0.0139
,103,TFS,O3,192,2.621,2.365,1.736,-0.5512,0.1190,0.3710
,103,TFS,O4,193,2.673,2.580,1.861,-0.5708,0.8386,0.2882
,103,TFS,N1,194,2.859,2.450,1.789,0.2448,0.1416,0.1200
,103,TFS,S2,195,2.901,2.423,1.645,-0.1523,0.1566,-0.1350
,103,TFS,O1,196,2.805,2.448,1.543,-0.1322,-0.0644,0.2794
,103,TFS,O2,197,3.032,2.483,1.607,0.8416,0.0908,-0.1065
,103,TFS,C2,198,2.924,2.236,1.646,0.1063,0.1182,0.5572
,103,TFS,F5,199,2.974,2.174,1.755,0.2892,0.3070,0.4061
,103,TFS,F6,200,2.816,2.160,1.607,-0.3143,0.4031,-0.4298
,103,TFS,F4,201,3.019,2.214,1.556,-0.1563,0.2610,0.4189
,104,TFS,F1,202,1.910,3.461,2.602,-0.3357,-0.4149,-0.6685
,104,TFS,C1,203,1.888,3.330,2.544,0.0467,-0.1225,-0.6231
,104,TFS,F2,204,1.766,3.287,2.573,0.0736,0.2393,0.3364
,104,TFS,F3,205,1.962,3.244,2.612,-0.4012,0.4944,0.1933
,104,TFS,S1,206,1.901,3.325,2.363,0.2942,0.0336,0.2492
,104,TFS,O3,207,1.861,3.195,2.308,-0.0098,0.4222,0.2398
,104,TFS,O4,208,1.844,3.446,2.307,-0.2923,-0.0025,0.6843
,104,TFS,N1,209,2.058,3.349,2.343,0.0266,-0.2913,-0.6823
,104,TFS,S2,210,2.135,3.280,2.226,-0.6871,0.2329,-0.1157
,104,TFS,O1,211,2.060,3.254,2.104,-0.7825,0.0612,0.1324
,104,TFS,O2,212,2.264,3.344,2.195,-0.0768,0.1196,-0.1691
,104,TFS,C2,213,2.175,3.118,2.300,0.0114,-0.0289,-0.1442
,104,TFS,F5,214,2.221,3.125,2.426,-0.0516,1.0647,0.1077
,104,TFS,F6,215,2.069,3.030,2.302,-0.4168,-0.3273,-0.4831
,104,TFS,F4,216,2.279,3.056,2.242,0.4123,-0.4219,0.0487
,105,TFS,F1,217,2.496,0.610,0.100,-0.3244,-0.0861,0.5943
,105,TFS,C1,218,2.588,0.583,0.192,0.6052,0.4869,-0.0082
,105,TFS,F2,219,2.525,0.556,0.314,-0.1088,0.7326,-0.8922
,105,TFS,F3,220,2.664,0.693,0.209,-0.2489,0.7634,0.2389
,105,TFS,S1,221,2.692,0.436,0.153,0.3007,-0.0281,-0.1572
,105,TFS,O3,222,2.720,0.443,0.005,0.3074,-0.3598,0.1857
,105,TFS,O4,223,2.796,0.439,0.252,-0.5160,0.2582,0.2172
,105,TFS,N1,224,2.599,0.303,0.166,0.3275,0.2343,-1.0475
,105,TFS,S2,225,2.474,0.256,0.091,-0.0865,0.2271,-0.0443
,105,TFS,O1,226,2.433,0.343,-0.019,0.0483,-0.4862,0.0976
,105,TFS,O2,227,2.484,0.112,0.060,-0.0651,-0.1923,0.0394
,105,TFS,C2,228,2.332,0.272,0.203,0.3698,0.4784,-0.4935
,105,TFS,F5,229,2.320,0.402,0.241,-0.1690,-0.1593,-0.5108
,105,TFS,F6,230,2.210,0.240,0.147,-0.7586,0.0669,-0.6548
,105,TFS,F4,231,2.357,0.209,0.318,0.2812,-0.4845,-0.3753
,106,TFS,F1,232,0.276,1.231,0.126,-0.3576,-0.4039,0.3631
,106,TFS,C1,233,0.266,1.166,0.010,-0.5564,-0.1140,-0.6117
,106,TFS,F2,234,0.385,1.174,-0.058,-0.1524,0.1797,-0.5124
,106,TFS,F3,235,0.177,1.228,-0.066,0.1643,0.2705,0.3863
,106,TFS,S1,236,0.230,1.003,0.052,-0.1385,0.0401,0.4709
,106,TFS,O3,237,0.262,0.924,-0.061,-0.3964,0.4836,0.3290
,106,TFS,O4,238,0.310,0.957,0.167,-0.3835,-0.2562,-0.4277
,106,TFS,N1,239,0.058,1.002,0.074,0.2983,0.5166,0.6185
,106,TFS,S2,240,-0.009,0.962,0.204,0.5043,0.0490,0.4708
,106,TFS,O1,241,-0.082,0.836,0.179,0.1291,-0.6217,-0.1173
,106,TFS,O2,242,0.076,0.980,0.316,0.5275,-0.2300,-0.4616
,106,TFS,C2,243,-0.150,1.089,0.222,0.5842,-0.7875,0.4538
,106,TFS,F5,244,-0.213,1.120,0.103,0.3711,0.4128,0.0550
,106,TFS,F6,245,-0.243,1.055,0.315,-0.2630,-0.0045,-0.0249
,106,TFS,F4,246,-0.093,1.209,0.264,0.0321,0.0117,-0.5873
,107,TFS,F1,247,0.861,1.918,3.077,-0.6573,0.0476,0.3111
,107,TFS,C1,248,0.872,2.026,2.997,0.1376,-0.1211,-0.8845
,107,TFS,F2,249,0.840,2.128,3.085,-0.0515,0.7287,0.4257
,107,TFS,F3,250,0.767,2.018,2.910,-0.3130,0.2405,-0.1000
,107,TFS,S1,251,1.040,2.029,2.911,-0.3803,-0.4254,0.1104
,107,TFS,O3,252,1.150,2.045,3.011,-0.5033,-0.5641,0.3984
,107,TFS,O4,253,1.046,1.904,2.834,-0.2212,0.4387,-0.8698
,107,TFS,N1,254,1.025,2.153,2.808,-0.7297,0.0454,0.4727
,107,TFS,S2,255,1.144,2.236,2.763,-0.0992,0.1737,-0.1908
,107,TFS,O1,256,1.271,2.159,2.756,0.0050,-0.2209,0.3916
,107,TFS,O2,257,1.104,2.316,2.647,-0.0724,-0.5660,-0.4477
,107,TFS,C2,258,1.177,2.363,2.894,0.4018,-0.3229,0.2725
,107,TFS,F5,259,1.056,2.413,2.933,-0.0208,0.4915,0.3862
,107,TFS,F6,260,1.237,2.325,3.005,-0.8923,-0.2088,-0.0862
,107,TFS,F4,261,1.244,2.471,2.846,-0.1461,0.8113,0.5292
,108,TFS,F1,262,2.137,2.265,0.528,0.0002,-0.6583,-0.2631
,108,TFS,C1,263,2.134,2.297,0.659,-0.2956,0.4719,0.1138
,108,TFS,F2,264,2.176,2.426,0.678,-0.1467,-0.5003,-0.2780
,108,TFS,F3,265,2.225,2.221,0.712,0.3767,-0.0269,0.4606
,108,TFS,S1,266,1.978,2.265,0.736,0.5365,-0.1275,0.0153
,108,TFS,O3,267,1.882,2.366,0.694,-0.6814,0.4123,-0.7436
,108,TFS,O4,268,1.944,2.126,0.720,0.3537,0.1810,0.0253
,108,TFS,N1,269,1.999,2.304,0.893,-0.3588,-0.0174,-0.2227
,108,TFS,S2,270,2.025,2.182,0.983,0.0206,-0.6284,-0.4232
,108,TFS,O1,271,2.079,2.065,0.920,-0.2616,0.1570,0.1796
,108,TFS,O2,272,2.089,2.225,1.106,-0.7091,-0.4869,-0.3350
,108,TFS,C2,273,1.863,2.117,1.045,0.8774,-1.0491,0.3645
,108,TFS,F5,274,1.774,2.109,0.953,-0.0966,-0.2666,0.3120
,108,TFS,F6,275,1.875,2.004,1.109,0.3898,0.1946,0.0659
,108,TFS,F4,276,1.808,2.206,1.134,-0.3633,0.1142,0.0900
,109,TFS,F1,277,1.289,1.596,0.798,0.3541,-0.2977,-0.0579
,109,TFS,C1,278,1.341,1.485,0.852,-0.2143,-0.2068,-0.5215
,109,TFS,F2,279,1.404,1.541,0.957,-1.0776,0.6938,0.4773
,109,TFS,F3,280,1.439,1.433,0.770,-0.1889,0.1569,-0.2142
,109,TFS,S1,281,1.220,1.371,0.920,0.1894,-0.2258,0.0744
,109,TFS,O3,282,1.276,1.295,1.038,0.0609,0.6503,0.0496
,109,TFS,O4,283,1.097,1.445,0.954,-0.0810,-0.0069,-0.3791
,109,TFS,N1,284,1.200,1.259,0.807,0.2743,1.0150,-0.3381
,109,TFS,S2,285,1.059,1.244,0.742,0.2430,-0.1935,0.2125
,109,TFS,O1,286,0.975,1.360,0.743,0.3680,0.1421,0.5095
,109,TFS,O2,287,1.069,1.185,0.614,0.2043,-0.7909,0.6650
,109,TFS,C2,288,0.969,1.131,0.856,0.2313,0.2300,0.3126
,109,TFS,F5,289,0.958,1.178,0.982,-0.2597,-0.1660,-0.1223
,109,TFS,F6,290,0.845,1.101,0.813,-0.0784,0.1631,0.1793
,109,TFS,F4,291,1.036,1.014,0.861,0.0605,-0.5137,-0.0797
,110,TFS,F1,292,2.551,2.258,0.672,0.6032,0.7995,-0.4649
,110,TFS,C1,293,2.609,2.299,0.783,0.8316,0.0225,-1.3350
,110,TFS,F2,294,2.640,2.430,0.765,-0.2504,0.7414,-0.3326
,110,TFS,F3,295,2.726,2.232,0.788,-0.0258,-0.1273,0.0796
,110,TFS,S1,296,2.508,2.275,0.937,-0.2045,0.7590,0.3471
,110,TFS,O3,297,2.376,2.339,0.926,0.0583,-0.8401,-0.6651
,110,TFS,O4,298,2.505,2.130,0.953,0.6861,0.1197,0.0013
,110,TFS,N1,299,2.589,2.348,1.050,-0.6207,0.1147,0.0283
,110,TFS,S2,300,2.559,2.301,1.196,0.4142,0.1842,0.1553
,110,TFS,O1,301,2.595,2.406,1.295,0.6225,-0.2613,0.3679
,110,TFS,O2,302,2.429,2.235,1.221,0.6498,0.1140,0.2920
,110,TFS,C2,303,2.681,2.163,1.208,0.0076,-0.7856,1.2489
,110,TFS,F5,304,2.625,2.042,1.194,0.1773,-0.3150,-0.3124
,110,TFS,F6,305,2.785,2.185,1.123,-0.2501,-0.0606,0.2648
,110,TFS,F4,306,2.737,2.156,1.332,0.2350,0.8299,-0.0904
,111,TFS,F1,307,2.972,1.855,0.469,-0.4196,1.0033,-0.1366
,111,TFS,C1,308,2.892,1.796,0.545,0.6177,0.2485,-0.2524
,111,TFS,F2,309,2.784,1.878,0.537,0.5234,-0.8664,0.7791
,111,TFS,F3,310,2.950,1.803,0.666,-0.4677,0.2527,0.2223
,111,TFS,S1,311,2.868,1.617,0.504,-0.2068,-0.1281,0.1602
,111,TFS,O3,312,2.988,1.548,0.560,-0.1054,-0.0451,-0.1406
,111,TFS,O4,313,2.735,1.569,0.541,0.5989,-0.1660,-0.0653
,111,TFS,N1,314,2.873,1.601,0.342,0.1626,-0.2069,-0.1088
,111,TFS,S2,315,3.010,1.597,0.278,0.1797,-0.1587,0.3626
,111,TFS,O1,316,3.002,1.646,0.141,-0.1707,-0.1642,0.1261
,111,TFS,O2,317,3.127,1.644,0.349,-0.6224,-0.2728,-0.4464
,111,TFS,C2,318,3.039,1.416,0.265,0.3674,-0.2730,-0.0845
,111,TFS,F5,319,2.969,1.362,0.160,0.4486,0.4274,0.1064
,111,TFS,F6,320,3.169,1.375,0.249,0.0304,-0.3695,0.6974
,111,TFS,F4,321,2.994,1.351,0.373,0.5898,0.3869,0.4648
,112,TFS,F1,322,1.418,0.644,1.419,-0.6284,0.3099,-0.3780
,112,TFS,C1,323,1.469,0.531,1.367,-0.0814,-0.3806,0.6281
,112,TFS,F2,324,1.409,0.430,1.433,0.1963,-0.0089,-0.2493
,112,TFS,F3,325,1.589,0.531,1.407,-0.1521,-0.2850,0.6424
,112,TFS,S1,326,1.452,0.508,1.185,0.3115,0.0713,-0.0238
,112,TFS,O3,327,1.545,0.596,1.111,0.5691,-0.3309,-0.0186
,112,TFS,O4,328,1.466,0.364,1.162,-0.4427,0.0197,0.2888
,112,TFS,N1,329,1.288,0.531,1.155,-0.4374,-0.2005,0.3124
,112,TFS,S2,330,1.248,0.673,1.113,-0.1359,-0.2509,0.1844
,112,TFS,O1,331,1.123,0.714,1.176,0.0482,0.6945,-0.4390
,112,TFS,O2,332,1.351,0.777,1.115,-0.0454,-0.1041,0.5172
,112,TFS,C2,333,1.210,0.661,0.941,-0.3713,-0.0984,0.0235
,112,TFS,F5,334,1.102,0.578,0.917,0.4056,0.5272,0.5263
,112,TFS,F6,335,1.186,0.777,0.886,0.2051,0.0998,-0.0878
,112,TFS,F4,336,1.309,0.601,0.874,0.6906,-0.1760,0.1780
,113,TFS,F1,337,1.579,0.634,2.404,-0.4874,0.2518,0.2908
,113,TFS,C1,338,1.591,0.513,2.458,0.0482,-0.6402,0.0015
,113,TFS,F2,339,1.474,0.458,2.441,0.0541,-0.1104,0.1872
,113,TFS,F3,340,1.594,0.535,2.595,0.0074,-0.8886,-0.5385
,113,TFS,S1,341,1.722,0.405,2.387,-0.7782,0.1364,-0.0609
,113,TFS,O3,342,1.847,0.482,2.397,0.0590,0.4264,-0.6755
,113,TFS,O4,343,1.728,0.271,2.453,-1.0064,0.1615,-0.6275
,113,TFS,N1,344,1.665,0.399,2.227,-0.4296,-0.0010,0.7686
,113,TFS,S2,345,1.646,0.263,2.157,0.1283,-0.3680,-0.3607
,113,TFS,O1,346,1.634,0.273,2.008,-0.2314,0.3486,-0.4553
,113,TFS,O2,347,1.742,0.164,2.194,-0.4143,-0.2472,-0.7313
